,UNITID,TYPE,1516_ASSETS,1516_EXPENSES,1516_REVENUE,1516_RESEARCH,1415_ASSETS,1415_EXPENSES,1415_REVENUE,1415_RESEARCH,1314_ASSETS,1314_EXPENSES,1314_REVENUE,1314_RESEARCH,1213_ASSETS,1213_EXPENSES,1213_REVENUE,1213_RESEARCH,1112_ASSETS,1112_EXPENSES,1112_REVENUE,1112_RESEARCH,1011_ASSETS,1011_EXPENSES,1011_REVENUE,1011_RESEARCH,0910_ASSETS,0910_EXPENSES,0910_REVENUE,0910_RESEARCH,0809_ASSETS,0809_EXPENSES,0809_REVENUE,0809_RESEARCH,0708_ASSETS,0708_EXPENSES,0708_REVENUE,0708_RESEARCH,0607_ASSETS,0607_EXPENSES,0607_REVENUE,0607_RESEARCH,0506_ASSETS,0506_EXPENSES,0506_REVENUE,0506_RESEARCH,0405_ASSETS,0405_EXPENSES,0405_REVENUE,0405_RESEARCH,0304_ASSETS,0304_EXPENSES,0304_REVENUE,0304_RESEARCH,0203_ASSETS,0203_EXPENSES,0203_REVENUE,0203_RESEARCH,0102_ASSETS,0102_EXPENSES,0102_REVENUE,0102_RESEARCH
0,101116,for-profit,6025445.0,10891402.0,11317002.0,0,7603406.0,11025416.0,11503337.0,0,8944840.0,12212364.0,12504397.0,0,10813412.0,12121257.0,14411871.0,0,10028567.0,11137822.0,13890612.0,0,9104536.0,10052013.0,13356290.0,0,9453831.0,8787685.0,11891254.0,0,5425518.0,7893317,10407556,0,3248900.0,7235971,8537021,0,2969043.0,5588259,7015777,0,2830129.0,5029258,6104507,0,2557168.0,4123624,5031731,0,2145106.0,3657383,4592033,0,1582245,2713046,3609356,0,572704.0,2159164.0,2548418.0,0.0
1,101365,for-profit,3745210.0,4492223.0,4217235.0,0,10246219.0,4081978.0,3924007.0,0,10464045.0,4134845.0,4097170.0,0,10776084.0,4479027.0,3939339.0,0,12104793.0,5105480.0,5769720.0,0,11507266.0,5479788.0,6471926.0,0,10547862.0,4715206.0,5777394.0,0,9629431.0,4106984,4110428,0,9578697.0,4197693,4757302,0,8951389.0,3877914,4316878,0,8504529.0,3568010,4077344,0,7983434.0,3759546,4080882,0,7734815.0,3693448,4264904,0,7714476,3858512,4609825,0,7714476.0,3858512.0,4609825.0,0.0
2,101958,for-profit,4361215.0,1426307.0,1040514.0,0,5462641.0,2988188.0,2319008.0,0,5903018.0,3507120.0,3124371.0,0,4181959.0,2334607.0,1858471.0,0,3527971.0,1927459.0,1504273.0,0,164000.0,804111.0,986212.0,0,146339.0,799087.0,955134.0,0,222221.0,689034,746359,0,209408.0,717559,696859,0,279679.0,670981,508790,0,224185.0,586488,354300,0,539517.0,481615,467067,0,582464.0,639119,613230,0,555792,692159,650059,0,131391.0,628051.0,616689.0,0.0
3,102845,for-profit,52791820.0,45274648.0,51566612.0,0,42118552.0,48105162.0,54860519.0,0,34581821.0,51210926.0,52202708.0,0,34717424.0,54489602.0,60699035.0,0,29754837.0,48071641.0,56271493.0,0,20428724.0,36763228.0,38524166.0,0,42437792.0,19302388.0,22240394.0,0,13420196.0,9109403,11952090,0,10545413.0,6274765,7125257,0,9374506.0,4885044,5247946,0,9182062.0,666963,813672,0,4793357.0,3986343,5222061,0,4049105.0,3974746,4839242,0,4049105,3974746,4839242,0,3752022.0,4109287.0,4912244.0,0.0
4,103501,for-profit,5510099.0,5386258.0,5490979.0,0,5671119.0,5644679.0,6008968.0,0,5664024.0,5504191.0,5802243.0,0,5103703.0,5094256.0,4767101.0,0,5503626.0,5091887.0,5423073.0,0,5404789.0,4482016.0,4955826.0,0,,3586170.0,3887650.0,0,,3430338,3496350,0,2905741.0,3259153,3464731,0,3248676.0,2693407,3054137,0,2212895.0,2687184,3094034,0,2001655.0,2175063,2910063,0,1909516.0,1995953,2626059,0,1667868,1923301,2300526,0,1691728.0,1744942.0,2382163.0,0.0
5,103811,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,8877295.0,9463497.0,0,,5911207,6125057,0,7726021.0,5523901,5353209,0,2242352.0,5539649,5574957,0,2174259.0,5642772,5643995,0,2186201.0,6114186,6222282,0,2145688.0,5033229,5259510,0,1774113,4839188,4998817,0,1730692.0,4832715.0,4992373.0,801174.0
6,103893,for-profit,,,,0,,,,0,,,,0,107925000.0,122452609.0,76583260.0,0,120442052.0,92322399.0,79516828.0,0,134562878.0,87515175.0,102412556.0,0,128176874.0,80929294.0,104571445.0,0,84454797.0,46256876,58140707,0,56157783.0,40087620,47436609,0,44662638.0,31851308,35910930,0,35157559.0,26143562,31179031,0,27779361.0,23793747,29946327,0,16232327.0,11100268,14659790,0,3913428,2774657,3493591,0,3913428.0,2774657.0,3493591.0,0.0
7,103954,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,598526.0,710622.0,0,,551641,539441,0,565097.0,498325,540620,0,581254.0,510747,479295,0,633396.0,562219,543582,0,666916.0,627599,784823,0,470697.0,614671,765404,0,470697,614671,765404,0,340473.0,552507.0,693477.0,0.0
8,104188,for-profit,4107305.0,5729584.0,6039688.0,0,4034182.0,6622882.0,6698642.0,0,4731501.0,7534128.0,7674266.0,0,4730718.0,7726012.0,7963957.0,0,4711040.0,7557142.0,8188464.0,0,4647703.0,7648318.0,7757075.0,0,4622571.0,7321236.0,7553440.0,0,4612341.0,6710523,7937550,0,4612341.0,6710523,7937550,0,4577128.0,6531174,6719452,0,4135477.0,5905621,6491884,0,3778827.0,5264392,6178700,0,3849657.0,4829869,6124230,0,8169228,3838361,5216161,0,1233230.0,4602580.0,4700431.0,0.0
9,104364,for-profit,1813696.0,6646936.0,6388896.0,0,2279572.0,8687180.0,9469108.0,0,7600974.0,10374894.0,10719203.0,0,8973698.0,11548534.0,11848852.0,0,10531146.0,18455852.0,12070908.0,0,13415937.0,12510775.0,13899513.0,0,14938570.0,10102601.0,10882641.0,0,13366158.0,6331913,6281216,0,10391985.0,4874196,4059921,0,9366118.0,4019150,4275381,0,971641.0,4720144,5143700,0,816038.0,4521381,4671486,0,517217.0,4892752,5118136,0,1221690,4482224,4699142,0,1233230.0,4595216.0,4700431.0,0.0
10,104391,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,471711.0,594066.0,0,,484116,591505,0,768666.0,443252,655848,0,774592.0,404467,640950,0,532664.0,383370,534416,0,505536.0,440001,536905,0,521720.0,260863,402055,0,422229,246131,338109,0,430120.0,216029.0,286615.0,0.0
11,104504,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1615323.0,2073184.0,0,,1687561,1536300,0,969828.0,2297590,1498836,0,1553554.0,2510684,1886378,0,2624273.0,1895390,1872455,0,1521996.0,1793649,1931342,0,1631051.0,1902695,1904946,0,1581323,1916152,1898020,0,1523479.0,1706348.0,1674341.0,0.0
12,104568,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3538607.0,3905516.0,0,,2475391,2684616,0,1468088.0,1745736,1791553,0,1449729.0,1722443,1817089,0,1326127.0,1657171,1806222,0,1385686.0,1369863,1488967,0,733261.0,882301,967763,0,461008,664636,782332,0,490603.0,487161.0,586790.0,0.0
13,104911,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1945936.0,1946334.0,0,,2055911,2197372,0,1093157.0,2201729,2254571,0,1484497.0,1588242,1718729,0,1010656.0,899094,919974,0,639317.0,1055997,1103919,0,746787.0,1050059,1124394,0,664914,1072417,1147048,0,431804.0,996606.0,1024085.0,0.0
14,105215,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,42656000.0,51173000.0,0,,34396000,37122000,0,30121000.0,30552000,30243000,0,29433000.0,30911000,31529000,0,26877000.0,32914000,37418000,0,33905000.0,31186000,37806000,0,20321000.0,26129000,31010000,0,19896000,19827000,21773000,0,38450000.0,15510000.0,18595000.0,0.0
15,105482,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1548275.0,1989050.0,0,,1792585,1395998,0,892309.0,2174284,1331215,0,610714.0,1857576,1124391,0,1168293.0,2523994,2414055,0,1085567.0,2347265,2315838,0,1060494.0,2390043,2467740,0,1794597,2365168,2638142,0,1794597.0,2369374.0,2780958.0,0.0
16,105534,for-profit,10678969.0,19735393.0,24041541.0,0,13637668.0,17520465.0,21769902.0,0,10637470.0,16018857.0,19827661.0,0,10952930.0,14994270.0,17551313.0,0,13309013.0,13888915.0,16928066.0,0,9207152.0,12638307.0,15273533.0,0,8848224.0,10700541.0,12601824.0,0,6673183.0,9443793,9930465,0,4131785.0,6276082,6851055,0,3483352.0,6032493,6580380,0,3106916.0,5727649,6285040,0,3079050.0,5484215,6016869,0,2497237.0,4624294,4886059,0,2252172,4300133,4530411,0,2482143.0,3346771.0,3637051.0,0.0
17,105543,for-profit,6825966.0,11349089.0,12530867.0,0,7873630.0,10754995.0,12499287.0,0,7227639.0,10469524.0,12446989.0,0,7598489.0,10689563.0,12191783.0,0,8454002.0,10033658.0,11695306.0,0,6917870.0,9741244.0,11494084.0,0,7164087.0,8522410.0,10266654.0,0,5309577.0,6831969,7957746,0,3699128.0,5531226,6117067,0,2863040.0,4685477,5150658,0,2514180.0,4546616,5110459,0,2327953.0,4065289,4576828,0,1899166.0,3514271,3743765,0,2094407,3715821,4231547,0,2099588.0,2770364.0,3108307.0,0.0
18,105659,for-profit,28024736.0,8973267.0,10506208.0,0,27767748.0,8877270.0,10518021.0,0,28770607.0,8505581.0,9757346.0,0,27567940.0,7606050.0,8769790.0,0,25863441.0,8752157.0,10680043.0,0,21234431.0,7985592.0,10013644.0,0,16939747.0,5611698.0,7078944.0,0,4672410.0,3891389,5543407,0,3892539.0,3617684,9426952,0,3414442.0,3021971,3992790,0,3521023.0,2915886,3603317,0,3327223.0,2934584,4130770,0,3425954.0,2618071,3854296,0,3166408,2490847,3497648,0,2230733.0,2081020.0,2166428.0,0.0
19,105677,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,709025.0,758000.0,0,,787090,905923,0,1160707.0,740046,881662,0,1016572.0,712067,752934,0,1013274.0,690174,833716,0,706813.0,627679,757906,0,829431.0,620955,814917,0,655518,560745,672631,0,632088.0,535202.0,637471.0,0.0
20,105701,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,582750.0,444450.0,0,,264752,270021,0,227091.0,222091,230003,0,319459.0,210386,231144,0,229460.0,296766,325271,0,177450.0,371400,377650,0,182337.0,375827,384623,0,241000,331000,365000,0,201723.0,144442.0,147682.0,0.0
21,105987,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,6343492.0,6842900.0,0,,5534194,5778115,0,6712353.0,5372847,5456134,0,6659287.0,5298902,5716883,0,7292853.0,2859077,3257128,0,5899916.0,2441243,2532962,0,2432605.0,2437399,2973351,0,1796327,1884570,2184706,0,550304.0,1376037.0,1443830.0,0.0
22,106041,for-profit,89876000.0,46694000.0,41665000.0,0,47780000.0,40637000.0,44436000.0,0,82967000.0,42560000.0,45189000.0,0,96408000.0,42265000.0,44014000.0,0,103664000.0,47809000.0,51458000.0,0,110269000.0,50506000.0,59649000.0,0,66380000.0,44273000.0,50782000.0,0,52879000.0,33092000,36486000,0,45140000.0,31576000,36847000,0,41742000.0,36110000,42784000,0,27381000.0,40223000,50311000,0,40998000.0,38533000,46662000,0,59170000.0,36352000,44297000,0,15500000,33436000,38830000,0,90824000.0,30316000.0,35168000.0,0.0
23,106102,for-profit,10341180.0,17815307.0,6790307.0,0,19617375.0,25665910.0,6558420.0,0,27737405.0,25720519.0,8098256.0,0,13334091.0,25064274.0,19883820.0,1770,13563764.0,30376016.0,25487962.0,8129,14275822.0,30669298.0,25082716.0,13450,13716722.0,26965404.0,24542911.0,19170,14510000.0,21627371,21800527,6300,33228000.0,27092035,29038272,0,43727000.0,74566000,92571000,0,120161000.0,271930000,311900000,0,97860000.0,113876000,147665000,0,10276000.0,14727000,15509000,0,8958000,11088000,12522000,0,8337000.0,9226000.0,9866000.0,0.0
24,106315,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,318204.0,386039.0,0,,310524,337838,0,2220222.0,298096,338433,0,226207.0,294350,329498,0,207438.0,209384,213397,0,253584.0,242358,281313,0,292785.0,280160,320257,0,258071,219745,221265,0,269580.0,163695.0,205253.0,0.0
25,106351,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1203706.0,1225058.0,0,,879423,1083124,0,294648.0,925454,870154,0,202652.0,572365,621772,0,176030.0,507694,523205,0,159885.0,525987,520241,0,152050.0,409607,415130,0,169292,329040,313586,0,169927.0,274101.0,324277.0,0.0
26,106360,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,318822,344480,0,,209751,212053,0,,224351,236290,0,,344660,192532,0,133846.0,214111,264178,0,293838.0,262846,371749,0,297692,147009,363751,0,299471.0,122858.0,271855.0,0.0
27,106494,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1312112.0,1402788.0,0,,1275286,1377919,0,861251.0,1188591,1201636,0,892725.0,1271323,1575272,0,744672.0,1378641,1778167,0,1368093.0,1274743,1328255,0,664302.0,745032,812734,0,192684,624562,645969,0,151555.0,443417.0,449540.0,0.0
28,106892,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,4072107.0,4717084.0,0,,3730298,3994688,0,2680984.0,3115998,3120413,0,2901758.0,3472710,3241683,0,2894120.0,3152670,3218948,0,2825707.0,3232036,3322611,0,2784060.0,3026570,3639705,0,1003913,1347211,1438820,0,872037.0,1094634.0,1184033.0,0.0
29,107099,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,612809.0,639831.0,0,,531028,599273,0,315734.0,500444,531588,0,228040.0,460334,480764,0,193821.0,420582,442907,0,242750.0,212263,444038,0,191879.0,216094,438364,0,281980,239297,458331,0,287903.0,221788.0,377675.0,0.0
30,107211,for-profit,,,,0,,,,0,,,,0,,,,5650,,,,19525,,,,14153,,370921.0,400701.0,14176,,363084,367432,13676,137843.0,329525,336416,6457,151496.0,339090,353825,6538,144343.0,337529,351204,6436,114399.0,320526,340993,6,108077.0,292236,294900,4455,95107,296027,298699,6966,103295.0,307303.0,312057.0,8382.0
31,107220,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,803035.0,3442652.0,0,,973349,7306776,0,2033084.0,1680232,1943714,0,1823118.0,1203636,1277347,0,409542.0,512892,705974,0,399474.0,419329,662676,0,494904.0,332483,428920,0,489989,247027,384760,0,343613.0,231952.0,360221.0,0.0
32,107293,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,891377.0,846072.0,0,,1214581,1207077,0,308840.0,784115,835036,0,210984.0,337142,381659,0,78962.0,215564,199743,0,105645.0,232234,242769,0,116498.0,245418,245522,0,120721,196863,208162,0,89416.0,180403.0,184616.0,0.0
33,107442,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,417350.0,658299.0,0,,367023,619355,0,379115.0,386110,605565,0,244422.0,318591,557574,0,207641.0,350382,587024,0,270623.0,381560,665951,0,197323.0,291898,528058,0,155776,157531,330637,0,267396.0,164592.0,345897.0,0.0
34,107655,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,254689.0,440972.0,0,,178054,206936,0,328997.0,219820,269654,0,354379.0,236290,296295,0,400837.0,246643,275485,0,508100.0,302644,379747,0,506771.0,220553,354785,0,541514,171972,337689,0,348386.0,171972.0,217717.0,0.0
35,107831,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,319962.0,433485.0,0,,333095,406651,0,239479.0,295277,402330,0,188555.0,314298,383161,0,172205.0,299100,375019,0,134282.0,314712,376189,0,91707.0,289394,315608,0,84378,253328,297720,0,45649.0,276852.0,282141.0,0.0
36,108065,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,77647.0,118705.0,0,,75356,120832,0,441395.0,66210,110094,0,399024.0,94982,133476,0,330851.0,52613,113121,0,161345.0,74231,97028,0,153868.0,80229,98920,0,157349,72947,88456,0,198056.0,121154.0,135721.0,0.0
37,108232,for-profit,106539425.0,282077617.0,283533953.0,0,112129215.0,294991132.0,296576451.0,0,111247602.0,300706765.0,302827234.0,0,121125343.0,297669535.0,307952791.0,0,88410904.0,268161531.0,309734086.0,0,77408096.0,238128382.0,295018912.0,0,65730814.0,211643891.0,247861394.0,0,57093102.0,185169008,194534196,0,62864462.0,150811651,154074185,0,44496229.0,125564495,126504432,0,34184736.0,111418687,117500388,0,30447227.0,97803048,104113519,0,34781646.0,87797887,96138656,0,46398850,81619784,87207269,0,48242816.0,83526022.0,88832112.0,0.0
38,108348,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1340774.0,1542073.0,0,,1183795,1533137,0,204979.0,1029156,946488,0,284103.0,843964,738586,0,429268.0,953061,939816,0,429268.0,957572,944514,0,556314.0,1426193,1334394,0,743442,1680384,1817390,0,743442.0,1680384.0,1817390.0,0.0
39,108649,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1968122.0,2035599.0,0,,1550831,218312,0,73118.0,586519,546308,0,227160.0,577880,589528,0,264873.0,555482,552290,0,246597.0,284738,292621,0,303476.0,535917,602342,0,378783,509974,572068,0,307130.0,431561.0,456429.0,0.0
40,108977,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,309562.0,312194.0,0,,63340,99484,0,354451.0,53243,88464,0,354461.0,53243,88464,0,354461.0,53243,88464,0,354461.0,53243,88464,0,140373.0,113163,137698,0,172322,112288,151469,0,152173.0,115921.0,125482.0,0.0
41,109040,for-profit,70217237.0,68140454.0,68736062.0,0,67418888.0,66543920.0,67070939.0,0,70371331.0,62274909.0,63203529.0,0,61297355.0,60151238.0,60107564.0,0,50016666.0,54473254.0,58490977.0,0,48321134.0,54737778.0,64574375.0,0,39619813.0,44275614.0,61437891.0,0,29268131.0,43846875,50753586,0,22379408.0,33521918,37645349,0,16328810.0,30355438,32901521,0,12616964.0,27240136,29829098,0,10786159.0,23092559,25878031,0,9345882.0,16794035,20299050,0,6682520,13876931,14832542,0,5411803.0,11759805.0,12887943.0,0.0
42,109721,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3757086.0,5557816.0,0,,2369602,4288768,0,4350449.0,3229283,2911830,0,3553625.0,5929252,5993196,0,3167630.0,7227084,7303535,0,3607716.0,7525608,8119419,0,3487364.0,6051967,6360187,0,3168394,4725742,4758365,0,2981385.0,4140433.0,4246300.0,0.0
43,109934,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1922868.0,2707866.0,0,,1815929,2116360,0,1557714.0,1534163,1567967,0,1076682.0,1201321,1317057,0,1224109.0,1224178,1452678,0,988730.0,1000682,1558289,67327,932819.0,942954,1197130,62498,643570,888947,1015712,60192,643570.0,888947.0,1015712.0,60192.0
44,110194,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,1424413.0,2056733.0,0,,1046192,1186386,0,1163849.0,820153,1087766,0,791446.0,679302,699456,0,559909.0,607251,608885,0,571150.0,728415,794475,0,546637.0,571076,641743,0,406142,466565,560579,0,304580.0,423256.0,403458.0,0.0
45,110219,for-profit,13749329.0,22878115.0,24078178.0,0,12246997.0,19395955.0,19973126.0,0,9831257.0,24342516.0,24876691.0,0,10856172.0,28492971.0,29698224.0,0,7389041.0,16401642.0,17137469.0,0,5606495.0,11555566.0,13033305.0,0,3720342.0,6782768.0,7353128.0,0,2465120.0,4193216,3870779,0,2022699.0,3776107,3875031,0,2281864.0,3784522,4194023,0,1770360.0,2983166,3241596,0,1109702.0,1970290,2199120,0,938873.0,783746,682865,0,1523900,602961,756956,0,1330932.0,859816.0,1014308.0,0.0
46,110875,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,572456.0,615420.0,0,,759027,562362,0,626464.0,745563,846617,0,1948620.0,704400,773250,0,1787947.0,670188,856764,0,1577447.0,681928,872460,0,1393734.0,627500,705234,0,1106543,535613,449718,0,1170694.0,441558.0,446964.0,0.0
47,111009,for-profit,16401207.0,13804218.0,5969884.0,0,22039385.0,19959426.0,6332135.0,0,34680439.0,15216171.0,6754188.0,0,41945747.0,17340580.0,8678454.0,0,48154964.0,41273788.0,13087607.0,0,117085110.0,67311582.0,19473825.0,0,70625616.0,25250964.0,19911987.0,0,77034037.0,40987759,26581494,0,91662126.0,43156230,44007902,0,94523184.0,56357055,65054580,0,94860350.0,56589879,79620907,0,76654050.0,59320629,73800244,0,52811648.0,42505530,51285903,0,51189700,43535643,53629143,0,50660990.0,30695164.0,37925342.0,0.0
48,111054,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,2041003.0,2150906.0,0,,1766603,1976944,0,2158094.0,1500678,1507406,0,1049627.0,1616402,1615295,0,849765.0,1378915,1475362,0,953866.0,1367014,1536184,0,732273.0,1276855,1289042,0,538049,988286,1086307,0,469711.0,634332.0,644832.0,0.0
49,111513,for-profit,,,,0,,,,0,,,,0,,,,103810,,,,97026,,,,88347,,1670213.0,2173095.0,105876,,2193964,1891659,150014,1015831.0,2229133,2198078,135192,1098006.0,2190255,2001686,840335,1256475.0,2258959,2205397,850330,1244444.0,2072340,2193666,54473,1342277.0,1912116,2041962,57701,1139917,1537750,1950770,0,1255837.0,1438088.0,1844967.0,0.0
50,112288,for-profit,,,,0,,,,0,,,,0,,,,504811,,,,511601,,,,457423,,2510644.0,3091153.0,342336,,3017437,3724368,498981,2517136.0,4472485,4653304,414063,2602578.0,7468684,7393831,477675,3426994.0,12453338,12828936,502821,3750489.0,11881654,11549089,769987,4156789.0,8775460,9277501,1230515,3411626,2971431,3591492,201753,3166660.0,2885381.0,3534344.0,201753.0
51,112455,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,831873.0,962746.0,0,,721331,941381,0,1115131.0,720356,915171,0,1045704.0,667823,931311,0,791280.0,532316,640796,0,461381.0,430255,448947,0,340256.0,354677,440479,0,216515,299980,313926,0,118075.0,240953.0,261131.0,0.0
52,113582,for-profit,1330376.0,2855486.0,2987702.0,0,1299746.0,3387214.0,3399713.0,0,1324211.0,3317965.0,3301524.0,0,1340975.0,3748978.0,3527955.0,0,1429193.0,3646148.0,3674934.0,0,1559733.0,4227558.0,4197340.0,0,1450828.0,4443881.0,4431705.0,0,1447695.0,4983162,5177490,0,1411355.0,5478355,5696664,0,1362988.0,5702799,5791510,0,1195045.0,5226600,5300336,0,1081459.0,4812613,4806541,0,1084841.0,5106653,5114030,0,1111315,4662696,4671607,0,976661.0,3873871.0,3972029.0,0.0
53,114114,for-profit,2076276.0,3484396.0,3810532.0,0,1780887.0,3296236.0,3383304.0,0,1686527.0,2985667.0,3257611.0,0,1705900.0,3205535.0,3315128.0,0,1335711.0,3245239.0,2973234.0,0,1514004.0,2939775.0,2942196.0,0,1264397.0,2694320.0,2842959.0,0,1292947.0,2702560,2712723,0,1365838.0,3103777,3119660,0,1200843.0,3433684,3460395,0,1302653.0,3446106,3664450,0,1532398.0,3432941,3669708,0,1345027.0,3140925,3185071,0,1047250,3171569,3055387,0,1047250.0,3171569.0,3055387.0,0.0
54,114123,for-profit,2437953.0,5309915.0,5139408.0,0,2239556.0,5980847.0,5596748.0,0,2398772.0,4998157.0,4603350.0,0,2720273.0,5677870.0,5592648.0,0,3349203.0,5457998.0,5629191.0,0,4718897.0,5307670.0,5471175.0,0,4975795.0,4900172.0,5145716.0,0,4989791.0,6352932,6594926,0,3673711.0,5843603,6026347,0,4003520.0,6041337,6150410,0,3902669.0,6272085,6110696,0,4296345.0,6112407,6230585,0,4296345.0,6135629,6282329,0,4017474,5612062,5867042,0,3316068.0,5744842.0,5543078.0,0.0
55,114354,for-profit,119536190.0,99887199.0,100095069.0,0,124870491.0,108793556.0,109239000.0,0,134506847.0,116190520.0,118895093.0,0,125370581.0,128645575.0,130501531.0,0,118795636.0,138216222.0,140821084.0,0,113436473.0,133709480.0,138058228.0,0,109543629.0,132116836.0,135352877.0,0,97351872.0,126764712,132927952,0,90344010.0,117535618,122925518,0,84851583.0,103166688,111367527,0,73617918.0,93832151,96571462,0,60882849.0,84571628,89896102,0,51025035.0,73530356,77622649,0,46731484,68676788,71947108,0,42994929.0,62684313.0,67147168.0,0.0
56,114460,for-profit,,,,328,,,,759,,,,0,,,,0,,,,0,,,,0,,2478842.0,3354899.0,0,,2427004,3061275,0,2721830.0,2586339,3056703,0,2834457.0,2592616,3343281,0,4845397.0,2641021,3327398,0,2368389.0,2346130,2926318,0,1898020.0,1953820,2257067,0,1271093,1643020,1711531,0,1124397.0,1142085.0,1310392.0,0.0
57,114761,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,570011.0,578828.0,0,,589730,655870,0,627844.0,536937,600992,0,493865.0,514987,588825,0,545382.0,486248,625447,0,496914.0,437802,536202,0,473525.0,435403,496189,0,414617,375222,443483,0,350096.0,310613.0,351379.0,0.0
58,115010,for-profit,,,,0,,,,0,38498186.0,6992566.0,8398164.0,0,,,,0,,,,0,,,,0,,3904921.0,4407009.0,0,,2515030,2754136,0,12347409.0,11975115,8002375,0,13112011.0,12954328,8307532,0,15059289.0,11660890,8761495,0,15059289.0,11660890,8795359,0,15353332.0,9609001,10492252,0,16597789,9405974,10451205,0,17182148.0,9244174.0,9925981.0,0.0
59,115357,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,521388.0,852003.0,0,,398550,783940,0,1071758.0,2188945,2754420,0,1909609.0,2045767,2104457,0,1482088.0,1269898,1451573,0,1057666.0,1051735,1262545,0,678272.0,933238,1024673,0,460696,377000,391194,0,226362.0,627341.0,613050.0,0.0
60,115658,for-profit,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,848956.0,945851.0,0,,779016,849692,0,334974.0,695170,681997,0,320198.0,754326,722608,0,354132.0,759772,726331,0,758594.0,821971,798600,0,758594.0,821971,798600,0,828680,688458,693131,0,883063.0,690369.0,696139.0,0.0
61,115746,for-profit,20165696.0,21050321.0,21545033.0,28798,19943944.0,20689758.0,21178147.0,32608,19429251.0,21456887.0,21920611.0,56669,20103449.0,22251665.0,23117015.0,566105,19191123.0,21698199.0,22593381.0,336328,19769503.0,20987074.0,22545474.0,194691,19412970.0,20390730.0,21293526.0,282012,18901538.0,19528334,20345162,247498,18691132.0,18923824,19547551,491136,17129177.0,17969275,18600026,345746,15472241.0,17208090,17940757,426664,11411535.0,14991070,15663165,530735,3886771.0,13441044,13754842,667061,4737158,12247225,12425405,505002,3747201.0,10460191.0,10878647.0,549165.0
62,115931,for-profit,3893578.0,4973681.0,4640980.0,0,,,,0,,,,676349,,,,0,,,,0,,,,0,,9095063.0,8836915.0,0,,8641799,9464985,0,12984266.0,7671930,9409634,0,13893285.0,8000422,7403039,0,25217627.0,6287917,6694880,0,13608977.0,6184465,5491339,0,5859980.0,5087240,5392819,0,4554905,3692034,4186160,0,2361687.0,2820307.0,3110836.0,0.0
63,116226,for-profit,1456471.0,3106644.0,3159158.0,0,1435117.0,2978741.0,2995911.0,0,1333521.0,3232723.0,3103830.0,0,1459176.0,3253493.0,3163597.0,0,1461875.0,3300978.0,3357402.0,0,1594295.0,3573573.0,3599189.0,0,1479127.0,3682346.0,3654372.0,0,1372731.0,3813216,3816324,0,1618018.0,4130335,4066570,0,1512345.0,3883268,3962956,0,1233452.0,3532925,3684402,0,1294937.0,3241273,3444320,0,1539338.0,2818316,2995461,0,2510435,2606096,2775672,0,606087.0,2309940.0,2315301.0,0.0
