UNITID,LAT,LNG
163453,39.3442455,-76.58243879999999
163462,39.6838492,-77.34924269999999
163578,39.3519363,-76.6218536
163657,38.8875129,-76.8271164
163736,39.2606691,-76.665697
163851,38.3442366,-75.60549209999999
163912,38.1880114,-76.4238269
163976,38.9815431,-76.4913256
164076,39.3947603,-76.6044957
164173,39.4213621,-76.7017879
164216,39.21674,-76.06800799999999
164270,39.5858492,-77.0031241
164447,42.1138783,-72.5573687
164465,42.3738162,-72.5189154
164492,42.327075,-71.91794399999999
164562,42.29341609999999,-71.82994
164580,42.2990202,-71.26234629999999
164632,42.0555615,-72.5838321
164720,42.2690259,-71.81191199999999
164739,42.38715,-71.2186953
164748,42.3465835,-71.08952049999999
164775,42.458053,-73.31688919999999
164872,42.34844469999999,-71.08575739999999
164924,42.3395108,-71.1659725
164988,42.349583,-71.099535
165015,42.365025,-71.2548772
165024,41.9875072,-70.9745404
165033,41.7213632,-71.1199531
165112,42.3750919,-71.0700432
165167,42.3687548,-71.1108259
165194,41.6913411,-70.3377406
165264,42.2607677,-71.0582755
165334,42.2494538,-71.8241953
165529,42.2379502,-71.1147822
165635,42.462157,-71.38722899999999
165644,42.2706785,-71.01261339999999
165662,42.3522392,-71.0657944
165699,42.5539801,-70.8426735
165802,42.35531,-71.07417
165820,42.5881824,-71.78977139999999
165866,42.2981072,-71.436075
165936,42.5881959,-70.8220757
165981,42.597705,-72.62682199999999
166018,42.326296,-72.5255574
166027,42.3748446,-71.11818339999999
166054,42.3167226,-71.1269339
166124,42.23813579999999,-71.8054925
166133,42.195533,-72.6511419
166391,42.343538,-71.2454956
166452,42.380162,-71.117232
166489,42.3786248,-71.12345239999999
166513,42.6539217,-71.3250036
166629,42.3861771,-72.5266757
166638,42.3160986,-71.038506
166647,42.3116043,-71.2643013
166674,42.3368239,-71.0992668
166683,42.3592444,-71.0931389
166692,41.7407714,-70.6219582
166823,42.0741986,-70.9897401
166850,42.667694,-71.12256099999999
166887,42.5093778,-71.27429090000001
166911,42.5501333,-70.8760047
166939,42.2575528,-72.5768166
166957,42.5931441,-71.9869533
167251,42.3312841,-71.1428026
167260,42.0381398,-71.9336697
167288,42.691554,-73.1033372
167297,42.3629395,-71.0545589
167312,42.5902655,-70.9678721
167358,42.34049570000001,-71.0878975
167358,42.34049570000001,-71.0878975
167376,42.7958144,-71.04709919999999
167394,42.1417644,-72.60148
167455,42.3208054,-71.15644859999999
167598,42.3514614,-71.308245
167631,42.329242,-71.095479
167729,42.502638,-70.890714
167783,42.3393661,-71.09993589999999
167835,42.3234534,-72.6467734
167899,42.1021856,-72.55662149999999
167905,42.11054980000001,-72.5787277
167987,41.6306559,-71.0083835
167996,42.0564164,-71.08077449999999
168005,42.358981,-71.0618016
168148,42.4184296,-71.1061639
168218,42.2951865,-71.30722229999999
168227,42.3360695,-71.09540179999999
168254,42.11349620000001,-72.52260869999999
168263,42.13174619999999,-72.7947404
168281,41.9660372,-71.18430470000001
168290,42.3419446,-71.105998
168342,42.7128303,-73.20304039999999
168421,42.274444,-71.8094162
168430,42.2698444,-71.84332839999999
168528,41.8986477,-84.0591213
168546,42.2439655,-84.74416579999999
168591,43.3796866,-84.6726752
168786,42.9597004,-85.6289243
169080,42.9295084,-85.5889329
169187,42.5388292,-83.1187381
169248,43.5911786,-84.77533079999999
169442,42.361213,-83.064067
169655,42.2862902,-83.4453466
169716,42.41715900000001,-83.1398009
169798,42.245993,-83.6244504
169910,43.6839924,-85.4825785
169947,43.0273502,-83.7390468
169983,43.013829,-83.714097
170000,42.919573,-85.690196
170037,42.9801473,-85.59209229999999
170082,42.9638087,-85.8883334
170091,42.754214,-84.6382659
170301,41.7139403,-86.9001686
170532,42.2896088,-85.5995119
170639,46.4935563,-84.3645595
170675,42.475651,-83.25004609999999
170790,42.5069588,-82.97465989999999
170806,42.3842285,-83.404726
170842,42.4168768,-83.15517690000001
170967,42.6672836,-83.1482951
170976,42.2758739,-83.7427632
171012,42.36496899999999,-83.1288486
171100,42.7369792,-84.48386540000001
171128,47.1184281,-88.548293
171137,42.3189371,-83.2300308
171146,43.019911,-83.6877307
171456,46.55650379999999,-87.40115349999999
171483,44.7653651,-85.58556879999999
171535,42.5954493,-83.2448295
171571,42.6744995,-83.2164429
171599,42.4433728,-84.92488019999999
171881,43.022184,-85.592714
172051,43.5136553,-83.96474289999999
172264,41.9043078,-84.01601389999999
